order_id,supplier_id,material_id,quantity,delivered_qty,accepted_qty,rejected_qty,order_date,expected_delivery,actual_delivery,delay_days,delayed,partial_delivery,quality_issue,backup_used,jit_triggered,unit_price,transport_cost,storage_cost,total_cost,weather_risk,month,season
O0873,S7,M5,733,733,661,72,2024-07-29,2024-08-09,2024-08-09,0,0,0,1,0,0,74.95,2700.0,0.0,52242.38,0.4,7,Normal
O0874,S7,M3,268,236,236,0,2024-04-23,2024-05-07,2024-05-07,0,0,1,0,0,1,69.34,2700.0,0.0,19063.18,0.05,4,Normal
O0875,S4,M5,1186,1186,1186,0,2025-03-18,2025-03-23,2025-03-23,0,0,0,0,0,0,101.88,150.0,0.0,120981.12,0.05,3,Normal
O0876,S8,M5,507,507,507,0,2024-07-25,2024-08-01,2024-08-01,0,0,0,0,0,0,95.52,1890.0,0.0,50318.15,0.4,7,Normal
O0877,S6,M8,548,548,548,0,2025-04-16,2025-04-18,2025-04-18,0,0,0,0,0,0,87.62,420.0,0.0,48433.29,0.05,4,Normal
O0878,S5,M7,1065,1065,1065,0,2025-09-19,2025-09-25,2025-09-25,0,0,0,0,0,0,89.39,1320.0,0.0,96518.95,0.25,9,Normal
O0879,S7,M3,649,554,554,0,2025-12-16,2025-12-30,2025-12-30,0,0,1,0,0,0,74.75,2700.0,0.0,44113.94,0.1,12,Peak
O0880,S9,M5,1982,1982,1982,0,2025-11-13,2025-11-21,2025-11-21,0,0,0,0,0,0,78.89,2090.0,0.0,158458.09,0.1,11,Peak
O0881,S6,M2,572,572,572,0,2024-04-17,2024-04-21,2024-04-21,0,0,0,0,0,0,83.99,420.0,0.0,48463.88,0.05,4,Normal
O0882,S1,M2,931,931,931,0,2025-10-16,2025-10-23,2025-10-23,0,0,0,0,0,0,94.02,800.0,0.0,88331.14,0.15,10,Peak
O0883,S1,M5,1148,1148,1148,0,2024-04-27,2024-05-02,2024-05-02,0,0,0,0,0,0,90.9,800.0,0.0,105151.19,0.05,4,Normal
O0884,S9,M4,1566,1566,1566,0,2025-12-31,2026-01-08,2026-01-08,0,0,0,0,0,0,84.78,2090.0,0.0,134848.69,0.1,12,Peak
O0885,S10,M2,500,500,500,0,2024-06-30,2024-07-08,2024-07-09,1,1,0,0,0,0,91.68,1610.0,4.8,47454.9,0.35,6,Normal
O0886,S4,M1,722,722,722,0,2025-11-22,2025-11-27,2025-11-27,0,0,0,0,0,0,106.48,150.0,0.0,77029.01,0.1,11,Peak
O0887,S2,M7,763,496,496,0,2025-12-07,2025-12-10,2025-12-10,0,0,1,0,0,0,82.87,500.0,0.0,41604.73,0.1,12,Peak
O0888,S4,M4,392,392,392,0,2024-04-03,2024-04-05,2024-04-05,0,0,0,0,0,0,106.77,150.0,0.0,42005.4,0.05,4,Normal
O0889,S4,M2,561,561,561,0,2025-11-11,2025-11-14,2025-11-23,9,1,0,0,1,0,105.65,150.0,63.0,59483.53,0.1,11,Peak
O0890,S4,M4,716,716,716,0,2025-07-08,2025-07-13,2025-07-13,0,0,0,0,0,0,101.57,150.0,0.0,72876.29,0.4,7,Normal
O0891,S7,M6,680,680,680,0,2024-01-13,2024-01-27,2024-02-01,5,1,0,0,0,0,68.88,2700.0,17.5,49559.15,0.1,1,Normal
O0892,S4,M7,1242,1242,1242,0,2024-11-04,2024-11-09,2024-11-09,0,0,0,0,0,0,110.15,150.0,0.0,136957.02,0.1,11,Peak
O0893,S10,M3,755,755,755,0,2024-09-14,2024-09-21,2024-09-21,0,0,0,0,0,0,97.39,1610.0,0.0,75141.72,0.25,9,Normal
O0894,S3,M6,1072,1072,1072,0,2024-06-28,2024-07-08,2024-07-08,0,0,0,0,0,0,74.24,2160.0,0.0,81742.77,0.35,6,Normal
O0895,S10,M8,515,515,488,27,2025-01-26,2025-02-01,2025-02-01,0,0,0,1,0,0,95.41,1610.0,0.0,48169.18,0.1,1,Normal
O0896,S2,M5,1361,884,884,0,2024-08-30,2024-09-03,2024-09-03,0,0,1,0,0,0,82.04,500.0,0.0,73022.65,0.35,8,Normal
O0897,S4,M1,782,782,782,0,2024-08-31,2024-09-05,2024-09-05,0,0,0,0,0,0,106.51,150.0,0.0,83439.12,0.35,8,Normal
O0898,S1,M7,1194,1194,1194,0,2025-10-25,2025-10-29,2025-10-29,0,0,0,0,0,0,92.21,800.0,0.0,110893.09,0.15,10,Peak
O0899,S1,M4,1291,1291,1291,0,2025-12-04,2025-12-09,2025-12-09,0,0,0,0,0,0,94.45,800.0,0.0,122738.09,0.1,12,Peak
O0900,S1,M2,341,341,341,0,2025-05-18,2025-05-23,2025-05-26,3,1,0,0,0,0,91.9,800.0,15.0,32152.87,0.1,5,Normal
O0901,S9,M4,886,886,886,0,2024-08-29,2024-09-08,2024-09-08,0,0,0,0,0,0,79.91,2090.0,0.0,72888.83,0.35,8,Normal
O0902,S3,M4,879,879,879,0,2024-11-06,2024-11-17,2024-11-17,0,0,0,0,0,0,77.85,2160.0,0.0,70592.9,0.1,11,Peak
O0903,S6,M7,397,397,397,0,2025-01-21,2025-01-26,2025-01-26,0,0,0,0,0,0,84.97,420.0,0.0,34153.78,0.1,1,Normal
O0904,S8,M1,394,394,394,0,2025-01-25,2025-01-31,2025-01-31,0,0,0,0,0,0,94.6,1890.0,0.0,39161.39,0.1,1,Normal
O0905,S3,M5,819,819,819,0,2025-01-24,2025-02-04,2025-02-04,0,0,0,0,0,0,76.7,2160.0,0.0,64976.67,0.1,1,Normal
O0906,S8,M4,1189,1189,1189,0,2024-06-07,2024-06-13,2024-06-22,9,1,0,0,1,0,97.06,1890.0,58.5,117358.36,0.35,6,Normal
O0907,S7,M7,526,526,526,0,2025-01-17,2025-01-30,2025-01-30,0,0,0,0,0,0,68.68,2700.0,0.0,38825.45,0.1,1,Normal
O0908,S2,M7,510,510,510,0,2025-08-02,2025-08-08,2025-08-08,0,0,0,0,0,0,83.71,500.0,0.0,43193.59,0.35,8,Normal
O0909,S8,M6,677,677,677,0,2025-12-14,2025-12-23,2025-12-23,0,0,0,0,0,0,93.44,1890.0,0.0,65147.64,0.1,12,Peak
O0910,S6,M1,786,786,786,0,2025-12-15,2025-12-18,2025-12-18,0,0,0,0,0,0,85.84,420.0,0.0,67888.46,0.1,12,Peak
O0911,S10,M3,235,235,235,0,2024-01-13,2024-01-18,2024-01-18,0,0,0,0,0,1,93.8,1610.0,0.0,23653.3,0.1,1,Normal
O0912,S2,M4,479,479,479,0,2025-03-09,2025-03-15,2025-03-15,0,0,0,0,0,0,86.35,500.0,0.0,41860.28,0.05,3,Normal
O0913,S7,M5,1001,1001,1001,0,2025-02-25,2025-03-08,2025-03-18,10,1,0,0,1,0,69.43,2700.0,35.0,72231.96,0.1,2,Normal
O0914,S4,M7,763,402,402,0,2025-12-16,2025-12-19,2025-12-19,0,0,1,0,0,0,105.26,150.0,0.0,42465.36,0.1,12,Peak
O0915,S5,M7,497,497,497,0,2024-06-23,2024-06-29,2024-06-29,0,0,0,0,0,0,94.04,1320.0,0.0,48056.07,0.35,6,Normal
O0916,S8,M4,560,560,560,0,2024-07-09,2024-07-16,2024-07-16,0,0,0,0,0,0,101.64,1890.0,0.0,58809.43,0.4,7,Normal
O0917,S8,M2,519,519,519,0,2025-10-13,2025-10-21,2025-10-23,2,1,0,0,0,0,98.84,1890.0,13.0,53200.61,0.15,10,Peak
O0918,S8,M8,1058,1058,1058,0,2025-11-19,2025-11-25,2025-11-26,1,1,0,0,0,0,93.51,1890.0,6.5,100830.31,0.1,11,Peak
O0919,S4,M1,468,468,468,0,2025-01-19,2025-01-23,2025-01-23,0,0,0,0,0,0,104.26,150.0,0.0,48943.34,0.1,1,Normal
O0920,S6,M6,1659,1659,1659,0,2024-11-18,2024-11-22,2024-11-22,0,0,0,0,0,0,86.73,420.0,0.0,144310.14,0.1,11,Peak
O0921,S6,M2,488,488,488,0,2024-01-04,2024-01-09,2024-01-09,0,0,0,0,0,0,88.9,420.0,0.0,43801.64,0.1,1,Normal
O0922,S9,M5,1689,1689,1689,0,2025-12-17,2025-12-25,2025-12-25,0,0,0,0,0,0,81.8,2090.0,0.0,140244.52,0.1,12,Peak
O0923,S7,M4,1010,1010,1010,0,2024-01-04,2024-01-17,2024-01-23,6,1,0,0,1,0,73.7,2700.0,21.0,77155.83,0.1,1,Normal
O0924,S8,M4,905,905,905,0,2025-09-13,2025-09-19,2025-09-19,0,0,0,0,0,0,97.77,1890.0,0.0,90368.23,0.25,9,Normal
O0925,S2,M7,1007,1007,1007,0,2024-10-27,2024-10-31,2024-10-31,0,0,0,0,0,0,86.84,500.0,0.0,87949.55,0.15,10,Peak
O0926,S1,M3,583,583,583,0,2025-05-24,2025-05-30,2025-05-30,0,0,0,0,0,0,94.68,800.0,0.0,56001.14,0.1,5,Normal
O0927,S8,M2,697,697,697,0,2025-05-08,2025-05-15,2025-05-15,0,0,0,0,0,0,99.96,1890.0,0.0,71561.5,0.1,5,Normal
O0928,S2,M7,392,392,392,0,2024-01-30,2024-02-04,2024-02-04,0,0,0,0,0,0,82.94,500.0,0.0,33012.42,0.1,1,Normal
O0929,S8,M2,534,534,534,0,2025-11-12,2025-11-21,2025-11-27,6,1,0,0,1,0,100.61,1890.0,39.0,55654.8,0.1,11,Peak
O0930,S10,M2,657,657,657,0,2025-10-21,2025-10-29,2025-10-29,0,0,0,0,0,0,92.41,1610.0,0.0,62325.83,0.15,10,Peak
O0931,S4,M4,566,566,566,0,2024-09-22,2024-09-24,2024-09-24,0,0,0,0,0,0,101.73,150.0,0.0,57726.71,0.25,9,Normal
O0932,S2,M6,1217,638,638,0,2024-05-10,2024-05-16,2024-05-16,0,0,1,0,0,0,87.95,500.0,0.0,56612.42,0.1,5,Normal
O0933,S7,M6,992,992,992,0,2025-01-08,2025-01-20,2025-01-20,0,0,0,0,0,0,71.25,2700.0,0.0,73376.28,0.1,1,Normal
O0934,S9,M8,541,541,541,0,2024-11-19,2024-11-28,2024-11-28,0,0,0,0,0,0,82.83,2090.0,0.0,46902.12,0.1,11,Peak
O0935,S3,M1,471,471,471,0,2025-09-05,2025-09-13,2025-09-13,0,0,0,0,0,0,79.02,2160.0,0.0,39379.55,0.25,9,Normal
O0936,S4,M8,939,939,939,0,2024-10-25,2024-10-30,2024-10-30,0,0,0,0,0,0,107.28,150.0,0.0,100882.21,0.15,10,Peak
O0937,S4,M1,678,678,678,0,2024-07-02,2024-07-07,2024-07-07,0,0,0,0,0,0,101.42,150.0,0.0,68913.8,0.4,7,Normal
O0938,S1,M7,871,871,871,0,2024-12-11,2024-12-18,2024-12-18,0,0,0,0,0,0,95.26,800.0,0.0,83775.4,0.1,12,Peak
O0939,S5,M5,1921,1921,1921,0,2025-12-14,2025-12-22,2025-12-28,6,1,0,0,1,0,92.75,1320.0,30.0,179514.39,0.1,12,Peak
O0940,S5,M8,557,557,557,0,2025-11-01,2025-11-07,2025-11-07,0,0,0,0,0,0,87.39,1320.0,0.0,49995.06,0.1,11,Peak
O0941,S4,M1,521,521,521,0,2025-01-05,2025-01-07,2025-01-07,0,0,0,0,0,0,109.73,150.0,0.0,57318.9,0.1,1,Normal
O0942,S7,M3,214,151,151,0,2024-02-27,2024-03-12,2024-03-13,1,1,1,0,0,1,71.52,2700.0,3.5,13503.55,0.1,2,Normal
O0943,S3,M7,429,429,429,0,2024-09-07,2024-09-16,2024-09-16,0,0,0,0,0,0,75.45,2160.0,0.0,34526.08,0.25,9,Normal
O0944,S7,M2,777,777,777,0,2025-04-19,2025-05-03,2025-05-11,8,1,0,0,1,0,68.99,2700.0,28.0,56337.1,0.05,4,Normal
O0945,S8,M4,739,739,739,0,2024-01-24,2024-02-02,2024-02-02,0,0,0,0,0,0,94.87,1890.0,0.0,72002.44,0.1,1,Normal
O0946,S8,M7,1049,1049,1049,0,2024-11-01,2024-11-07,2024-11-07,0,0,0,0,0,0,98.37,1890.0,0.0,105077.62,0.1,11,Peak
O0947,S7,M1,422,422,422,0,2025-02-07,2025-02-21,2025-03-03,10,1,0,0,1,0,73.09,2700.0,35.0,33579.93,0.1,2,Normal
O0948,S4,M2,817,817,817,0,2024-07-04,2024-07-07,2024-07-15,8,1,0,0,1,0,101.1,150.0,56.0,82806.8,0.4,7,Normal
O0949,S4,M3,430,430,430,0,2024-03-30,2024-04-01,2024-04-01,0,0,0,0,0,0,109.9,150.0,0.0,47405.24,0.05,3,Normal
O0950,S3,M7,490,490,490,0,2025-11-04,2025-11-14,2025-11-23,9,1,0,0,1,0,78.27,2160.0,54.0,40564.34,0.1,11,Peak
O0951,S3,M8,658,658,658,0,2025-12-12,2025-12-22,2025-12-22,0,0,0,0,0,0,79.27,2160.0,0.0,54318.62,0.1,12,Peak
O0952,S1,M4,440,440,440,0,2024-02-07,2024-02-13,2024-02-13,0,0,0,0,0,0,95.49,800.0,0.0,42817.66,0.1,2,Normal
O0953,S10,M6,735,735,735,0,2024-10-11,2024-10-19,2024-10-24,5,1,0,0,0,0,89.87,1610.0,24.0,67687.62,0.15,10,Peak
O0954,S8,M2,811,811,811,0,2024-09-17,2024-09-24,2024-09-24,0,0,0,0,0,0,102.85,1890.0,0.0,85305.02,0.25,9,Normal
O0955,S4,M6,1041,1041,1041,0,2025-07-31,2025-08-03,2025-08-03,0,0,0,0,0,0,104.3,150.0,0.0,108729.51,0.4,7,Normal
O0956,S1,M4,554,554,554,0,2024-03-20,2024-03-24,2024-03-24,0,0,0,0,0,0,91.1,800.0,0.0,51266.77,0.05,3,Normal
O0957,S6,M5,1368,1368,1368,0,2024-05-29,2024-06-01,2024-06-01,0,0,0,0,0,0,85.56,420.0,0.0,117460.04,0.1,5,Normal
O0958,S2,M2,646,646,646,0,2024-06-28,2024-07-03,2024-07-03,0,0,0,0,0,0,83.72,500.0,0.0,54580.31,0.35,6,Normal
O0959,S10,M5,771,771,771,0,2025-07-18,2025-07-23,2025-07-23,0,0,0,0,0,0,91.97,1610.0,0.0,72521.14,0.4,7,Normal
O0960,S6,M7,764,764,764,0,2025-05-03,2025-05-07,2025-05-16,9,1,0,0,1,0,84.86,420.0,40.5,65290.1,0.1,5,Normal
O0961,S10,M5,1134,1134,1134,0,2024-02-24,2024-03-02,2024-03-02,0,0,0,0,0,0,94.92,1610.0,0.0,109252.81,0.1,2,Normal
O0962,S3,M8,1051,1051,1051,0,2024-12-28,2025-01-07,2025-01-07,0,0,0,0,0,0,80.97,2160.0,0.0,87264.54,0.1,12,Peak
O0963,S4,M5,1765,1765,1765,0,2025-10-12,2025-10-16,2025-10-16,0,0,0,0,0,0,100.58,150.0,0.0,177681.62,0.15,10,Peak
O0964,S4,M2,677,677,677,0,2024-06-18,2024-06-20,2024-06-20,0,0,0,0,0,0,108.93,150.0,0.0,73896.09,0.35,6,Normal
O0965,S7,M3,449,449,449,0,2025-05-06,2025-05-17,2025-05-17,0,0,0,0,0,0,73.77,2700.0,0.0,35823.0,0.1,5,Normal
O0966,S7,M6,1546,1546,1546,0,2024-09-07,2024-09-18,2024-09-18,0,0,0,0,0,0,74.75,2700.0,0.0,118263.35,0.25,9,Normal
O0967,S9,M4,483,483,483,0,2024-06-28,2024-07-06,2024-07-06,0,0,0,0,0,0,81.01,2090.0,0.0,41217.14,0.35,6,Normal
O0968,S6,M2,1145,1145,1145,0,2024-12-12,2024-12-15,2024-12-15,0,0,0,0,0,0,86.15,420.0,0.0,99064.69,0.1,12,Peak
O0969,S8,M5,820,820,820,0,2024-09-28,2024-10-07,2024-10-07,0,0,0,0,0,0,99.4,1890.0,0.0,83398.94,0.25,9,Normal
O0970,S1,M8,930,930,930,0,2025-09-24,2025-09-28,2025-09-28,0,0,0,0,0,0,93.61,800.0,0.0,87859.14,0.25,9,Normal
O0971,S1,M6,811,811,811,0,2024-07-09,2024-07-13,2024-07-21,8,1,0,0,1,0,98.79,800.0,40.0,80955.32,0.4,7,Normal
O0972,S7,M2,304,304,304,0,2025-05-14,2025-05-27,2025-06-03,7,1,0,0,1,0,74.82,2700.0,24.5,25470.93,0.1,5,Normal
O0973,S9,M5,1414,1414,1156,258,2024-04-21,2024-05-01,2024-05-07,6,1,0,1,1,0,83.72,2090.0,33.0,98898.23,0.05,4,Normal
O0974,S2,M4,561,561,477,84,2024-10-18,2024-10-24,2024-10-24,0,0,0,1,0,0,88.81,500.0,0.0,42862.94,0.15,10,Peak
O0975,S5,M2,534,534,534,0,2025-03-07,2025-03-15,2025-03-15,0,0,0,0,0,0,92.38,1320.0,0.0,50650.67,0.05,3,Normal
O0976,S7,M7,426,271,230,41,2024-05-14,2024-05-25,2024-05-25,0,0,1,1,0,0,68.77,2700.0,0.0,18518.18,0.1,5,Normal
O0977,S6,M7,996,996,996,0,2025-09-03,2025-09-08,2025-09-08,0,0,0,0,0,0,87.37,420.0,0.0,87445.28,0.25,9,Normal
O0978,S10,M3,324,324,324,0,2025-06-07,2025-06-14,2025-06-14,0,0,0,0,0,0,90.65,1610.0,0.0,30980.73,0.35,6,Normal
O0979,S7,M4,916,916,916,0,2025-04-30,2025-05-11,2025-05-11,0,0,0,0,0,0,75.55,2700.0,0.0,71900.48,0.05,4,Normal
O0980,S10,M3,307,307,307,0,2024-08-22,2024-08-30,2024-09-03,4,1,0,0,0,0,94.08,1610.0,19.2,30512.73,0.35,8,Normal
O0981,S2,M1,385,385,385,0,2025-01-24,2025-01-29,2025-01-29,0,0,0,0,0,0,84.37,500.0,0.0,32983.08,0.1,1,Normal
O0982,S1,M7,502,502,502,0,2025-10-21,2025-10-25,2025-10-25,0,0,0,0,0,0,94.22,800.0,0.0,48099.3,0.15,10,Peak
O0983,S6,M1,270,270,270,0,2024-07-05,2024-07-07,2024-07-07,0,0,0,0,0,1,86.07,420.0,0.0,23657.66,0.4,7,Normal
O0984,S10,M2,369,369,369,0,2025-03-17,2025-03-25,2025-03-25,0,0,0,0,0,0,88.48,1610.0,0.0,34258.03,0.05,3,Normal
O0985,S9,M3,522,522,522,0,2024-12-05,2024-12-14,2024-12-14,0,0,0,0,0,0,79.85,2090.0,0.0,43773.61,0.1,12,Peak
O0986,S5,M4,777,777,777,0,2025-08-21,2025-08-26,2025-09-05,10,1,0,0,1,0,93.71,1320.0,50.0,74182.35,0.35,8,Normal
O0987,S4,M4,1021,1021,1021,0,2025-12-22,2025-12-24,2025-12-24,0,0,0,0,0,0,107.37,150.0,0.0,109770.87,0.1,12,Peak
O0988,S4,M3,226,226,226,0,2024-02-14,2024-02-19,2024-02-19,0,0,0,0,0,1,108.71,150.0,0.0,24718.71,0.1,2,Normal
O0989,S9,M6,725,484,484,0,2025-01-09,2025-01-16,2025-01-16,0,0,1,0,0,0,82.03,2090.0,0.0,41793.36,0.1,1,Normal
O0990,S1,M3,400,400,400,0,2025-09-05,2025-09-10,2025-09-10,0,0,0,0,0,0,99.49,800.0,0.0,40595.4,0.25,9,Normal
O0991,S4,M7,829,829,829,0,2025-05-21,2025-05-23,2025-05-23,0,0,0,0,0,0,107.93,150.0,0.0,89626.8,0.1,5,Normal
O0992,S7,M5,684,684,555,129,2024-07-30,2024-08-11,2024-08-11,0,0,0,1,0,0,72.09,2700.0,0.0,42711.13,0.4,7,Normal
O0993,S9,M5,1893,1893,1893,0,2024-11-06,2024-11-15,2024-11-15,0,0,0,0,0,0,78.27,2090.0,0.0,150262.72,0.1,11,Peak
O0994,S4,M5,911,911,911,0,2024-02-10,2024-02-14,2024-02-14,0,0,0,0,0,0,106.5,150.0,0.0,97167.25,0.1,2,Normal
O0995,S4,M4,492,492,492,0,2025-07-01,2025-07-05,2025-07-05,0,0,0,0,0,0,109.69,150.0,0.0,54116.25,0.4,7,Normal
O0996,S9,M5,908,750,750,0,2024-05-16,2024-05-25,2024-05-25,0,0,1,0,0,0,79.7,2090.0,0.0,61863.57,0.1,5,Normal
O0997,S5,M3,761,761,761,0,2024-09-19,2024-09-24,2024-09-24,0,0,0,0,0,0,87.82,1320.0,0.0,68148.06,0.25,9,Normal
O0998,S10,M4,518,518,518,0,2025-03-28,2025-04-04,2025-04-04,0,0,0,0,0,0,92.03,1610.0,0.0,49280.41,0.05,3,Normal
O0999,S8,M4,625,625,625,0,2025-03-20,2025-03-29,2025-04-01,3,1,0,0,0,0,94.83,1890.0,19.5,61175.68,0.05,3,Normal
O1000,S10,M8,688,688,688,0,2024-07-03,2024-07-08,2024-07-08,0,0,0,0,0,0,94.74,1610.0,0.0,66792.85,0.4,7,Normal
